position,overall,name,nation,club,age
GK,64,Raphael Spiegel,Switzerland,Lausanne-Sport,30
GK,71,Raúl Fernández,Spain,Granada CF,35
GK,72,Raúl Lizoain,Spain,FC Cartagena,32
GK,51,Ravi Kumar,India,Punjab FC,30
GK,50,Rayan Al Dawsari,Saudi Arabia,Al Khaleej,19
GK,63,Răzvan Ducan,Romania,FC Botoșani,22
GK,64,Răzvan Sava,Romania,CFR 1907 Cluj,21
GK,59,Răzvan Udrea,Romania,FCSB,22
GK,69,Régis Gurtner,France,Amiens SC,36
GK,61,Relu Stoian,Romania,SC Oțelul Galați,27
GK,64,Remi Matthews,England,Crystal Palace,29
GK,75,Remko Pasveer,Holland,Ajax,39
GK,70,Rémy Descamps,France,FC Nantes,27
GK,69,Rémy Riou,France,OL,36
GK,67,Renato Solís,Peru,Sporting Cristal,25
GK,64,René Vollath,Germany,Unterhaching,33
GK,69,Renzo Bacchia,Uruguay,Independiente,24
GK,55,Rhys Byrne,England,Leyton Orient,21
GK,75,Ricardo Batista,Portugal,Casa Pia AC,36
GK,63,Ricardo Farro,Peru,FBC Melgar,38
GK,67,Ricardo Friedrich,Brazil,Kalmar FF,30
GK,68,Riccardo Gagno,Italy,Modena,26
GK,56,Richard Brush,England,Sligo Rovers,38
GK,62,Richard O'Donnell,England,Blackpool,35
GK,59,Rijk Janse,Holland,N.E.C. Nijmegen,21
GK,60,Rik Vercauteren,Belgium,RSC Anderlecht,22
GK,61,Risto Jankov,North Macedonia,Politehnica Iași,25
GK,61,Rob Lainton,England,Wrexham AFC,33
GK,65,Robby McCrorie,Scotland,Rangers,25
GK,57,Robert Kwasigroch,Germany,Hertha Berlin,19
GK,66,Robert Popa,Romania,FCU 1948,20
GK,79,Robert Sánchez,Spain,Chelsea,25
GK,58,Robin Jalving,Holland,Heracles Almelo,23
GK,75,Robin Olsen,Sweden,Aston Villa,33
GK,60,Robin Roefs,Holland,N.E.C. Nijmegen,20
GK,76,Robin Zentner,Germany,1. FSV Mainz 05,28
GK,67,Rodrigo Formento,Uruguay,River Plate,24
GK,61,Rodrigo Morínigo,Paraguay,Libertad,25
GK,66,Rodrigo Muñoz,Uruguay,Guaraní,41
GK,75,Rodrigo Rey,Argentina,Independiente,32
GK,67,Rodrigo Saracho,Argentina,Godoy Cruz,29
GK,69,Roland Niczuly,Romania,Sepsi OSK,28
GK,76,Roman Bürki,Switzerland,St. Louis CITY SC,32
GK,68,Roman Celentano,United States,FC Cincinnati,23
GK,56,Roman Schabbing,Germany,Preußen Münster,21
GK,63,Rome-Jayden Owusu-Oduro,Holland,AZ,19
GK,74,Ron-Robert Zieler,Germany,Hannover 96,34
GK,68,Ron-Thorben Hoffmann,Germany,Braunschweig,24
GK,61,Ross Doohan,Scotland,Aberdeen,25
GK,62,Ross Laidlaw,Scotland,Ross County,31
GK,52,Ross Munro,Scotland,Ross County,23
GK,56,Ross Sinclair,Scotland,St. Johnstone,22
GK,74,Rubén Blanco,Spain,OM,28
GK,65,Rubén Cordano,Bolivia,Bolívar,24
GK,68,Rubén Yáñez,Spain,R. Sporting,29
GK,58,Rudy Boulais,France,US Concarneau,21
GK,81,Rui Patrício,Portugal,Roma FC,35
GK,81,Rui Silva,Portugal,Real Betis,29
GK,56,Ruly García,Spain,RC Celta,23
GK,73,Rúnar Alex Rúnarsson,Iceland,Cardiff City,28
GK,66,Ruslan Neshcheret,Ukraine,Dynamo Kyiv,21
GK,67,Ryan Allsop,England,Hull City,31
GK,64,Ryan Meara,United States,Red Bulls,32
GK,62,Ryan Schofield,England,Portsmouth,23
GK,59,Ryan Scott,Australia,Newcastle Jets,27
GK,50,Rylee Mitchell,England,Stevenage,17
GK,50,Sachin Suresh,India,Kerala Blasters,22
GK,70,Salvador Ichazo,Uruguay,Nacional,31
GK,58,Sam Hornby,England,Colchester,28
GK,58,Sam Howes,England,Leyton Orient,25
GK,76,Sam Johnstone,England,Crystal Palace,30
GK,59,Sam Karssies,Holland,FC Twente,20
GK,59,Sam Slocombe,England,Notts County,35
GK,57,Sam Tickle,England,Wigan Athletic,21
GK,53,Samik Mitra,India,Chennaiyin FC,22
GK,65,Samuel Brolin,Sweden,AIK,23
GK,72,Samuel Portugal,Brazil,FC Porto,29
GK,66,Samuel Soares,Portugal,SL Benfica,21
GK,63,Samuele Perisan,Italy,Empoli,26
GK,66,San Román,Spain,Elche CF,26
GK,60,Sander Tangvik,Norway,Rosenborg BK,20
GK,53,Santiago Gutierrez,Colombia,Deportes Tolima,19
GK,65,Santiago Londoño,Colombia,Dep. Pereira,28
GK,70,Santiago Rojas,Paraguay,Tigre,27
GK,68,Sascha Burchert,Germany,FC St. Pauli,33
GK,66,Scott Bain,Scotland,Celtic,31
GK,65,Scott Carson,England,Manchester City,38
GK,60,Scott Flinders,England,Mansfield Town,37
GK,60,Scott Loach,England,Derby County,35
GK,70,Sean Johnson,United States,Toronto FC,34
GK,54,Sebastian Banozic,Sweden,BK Häcken,20
GK,64,Sebastian Breza,Canada,Yverdon Sport FC,25
GK,67,Sebastián Britos,Uruguay,Liverpool,35
GK,61,Sebastian Hornung,Germany,SC Freiburg II,22
GK,67,Sebastián Lentinelly,Uruguay,Liverpool,26
GK,60,Sebastian Madejski,Poland,Cracovia,26
GK,74,Sebastián Meza,Argentina,Huracán,23
GK,69,Sebastián Moyano,Argentina,Unión,33
GK,64,Sebastian Osigwe,Nigeria,FC Lugano,29
GK,57,Sebastian Selin,Sweden,Hammarby IF,20
GK,65,Sébastien Bruzzese,Belgium,Cercle Brugge,34
GK,63,Sébastien Cibois,France,Rodez AF,25
GK,64,Sem Westerveld,Spain,AZ,21
GK,66,Semuel Pizzignacco,Italy,Feralpisalò,22
GK,65,Senne Lammens,Belgium,Royal Antwerp FC,21
GK,71,Seny Dieng,Senegal,Middlesbrough,28
GK,79,Sergio Herrera,Spain,CA Osasuna,30
GK,60,Sergio Mestre,Spain,Atlético de Madrid,18
GK,74,Sergio Rico,Spain,Paris SG,30
GK,78,Sergio Romero,Argentina,Boca Juniors,36
GK,54,Serif Berbic,Switzerland,FC Lugano,21
GK,65,Shamal George,England,Livingston,25
GK,62,Shao Puliang,China PR,Cangzhou FC,34
GK,53,Shi Chenglong,China PR,Henan SSLM FC,24
GK,59,Silas Ostrzinski,Germany,B. Dortmund II,19
GK,71,Silviu Lung,Romania,Politehnica Iași,34
GK,64,Simon Eastwood,England,Oxford United,34
GK,80,Simon Mignolet,Belgium,Club Brugge,35
GK,67,Simon Moore,England,Coventry City,33
GK,52,Simon Nesler-Täubl,Austria,SC Austria,18
GK,67,Simon Ngapandouetnbu,Cameroon,OM,20
GK,59,Simon Simoni,Albania,Frankfurt,19
GK,60,Simon Thomas,Canada,Tromsø IL,33
GK,65,Simone Aresti,Italy,Cagliari,37
GK,67,Simone Perilli,Italy,Hellas Verona,28
GK,71,Simone Scuffet,Italy,Cagliari,27
GK,72,Sinan Bolat,Turkey,KVC Westerlo,35
GK,73,Sivera,Spain,D. Alavés,27
GK,58,Sławomir Abramowicz,Poland,Jagiellonia,19
GK,72,Sokratis Dioudis,Greece,Zagłębie Lubin,30
GK,64,Sol Brynn,England,Leyton Orient,22
GK,64,Sondre Rossbach,Norway,Degerfors IF,27
GK,64,Sonny Laiton,France,AJ Auxerre,23
GK,59,Sören Ahlers,Germany,FC St. Pauli,26
GK,60,Sorin Mogoșanu,Romania,FCU 1948,30
GK,64,Spencer Richey,United States,Chicago Fire FC,31
GK,74,Stanislav Kritsyuk,Russia,Gil Vicente,32
GK,65,Stefan Bajic,France,Bristol City,21
GK,64,Stefan Cleveland,United States,Sounders FC,29
GK,65,Stefan Drljača,Germany,Dynamo Dresden,24
GK,72,Stefan Frei,United States,Sounders FC,37
GK,51,Ștefan Mușat,Romania,Farul Constanța,22
GK,79,Stefan Ortega,Germany,Manchester City,30
GK,70,Ștefan Târnovanu,Romania,FCSB,23
GK,67,Stefano Gori,Italy,Monza,27
GK,62,Stefano Minelli,Italy,Feralpisalò,29
GK,72,Stefano Turati,Italy,Frosinone,22
GK,55,Stefano Ube,Ecuador,Delfín S.C.,19
GK,58,Stefanos Kittos,Cyprus,Apoel FC,21
GK,67,Sten Michael Grytebust,Norway,Aalesunds FK,33
GK,55,Stephen McMullan,Northern Ireland,Fleetwood Town,18
GK,59,Steve Arnold,England,Sutton United,34
GK,70,Steve Clark,United States,Houston Dynamo,37
GK,79,Steve Mandanda,France,Stade Rennais FC,38
GK,67,Steven Benda,Germany,Fulham,25
GK,61,Steven Deana,Switzerland,FC Lugano,33
GK,54,Steven Hall,Australia,Adelaide United,18
GK,58,Stijn Keller,Switzerland,Almere City FC,23
GK,70,Stijn van Gassel,Holland,Excelsior,26
GK,79,Stole Dimitrievski,North Macedonia,Rayo Vallecano,29
GK,53,Storm Strand-Kolbjørnsen,Norway,Vålerenga Fotball,19
GK,59,Stuart Moore,England,Morecambe,29
GK,57,Sultan Al Manthari,United Arab Emirates,Al Ain FC,28
GK,50,Sun Jianxiang,China PR,Cangzhou FC,23
GK,56,Sven Jansen,Holland,Go Ahead Eagles,18
GK,64,Sven Müller,Germany,Hallescher FC,27
GK,74,Sven Ulreich,Germany,FC Bayern München,35
GK,56,Szymon Weirauch,Poland,Zagłębie Lubin,19
GK,56,Tadhg Ryan,Republic of Ireland,Derry City,26
GK,66,Tarık Çetin,Turkey,Çaykur Rizespor,26
GK,64,Taye Ashby-Hammond,England,Stevenage,24
GK,52,Ted Cann,England,West Brom,22
GK,60,Teddy Bartouche-Selbonne,France,En Avant Guingamp,26
GK,63,Teddy Boulhendi,Algeria,OGC Nice,22
GK,57,Théo Borne,France,Clermont Foot 63,21
GK,55,Théo Chatelain,France,Stade Lavallois,23
GK,61,Théo De Percin,France,AJ Auxerre,22
GK,68,Théo Defourny,Belgium,RWD Molenbeek,31
GK,62,Theo Sander,Denmark,F.C. København,18
GK,69,Thiago Cardozo,Uruguay,Peñarol,27
GK,68,Thiago Rodrigues,Brazil,Arouca,27
GK,90,Thibaut Courtois,Belgium,Real Madrid,31
GK,62,Thimothée Lo-Tutala,France,Hull City,20
GK,61,Thomas Castella,Switzerland,Lausanne-Sport,30
GK,69,Thomas Dähne,Germany,Holstein Kiel,29
GK,71,Thomas Didillon,France,Cercle Brugge,27
GK,57,Thomas Gillier,Chile,Uni. Católica,19
GK,63,Thomas Hasal,Canada,Whitecaps FC,24
GK,61,Thomas Heward-Belle,Australia,Western United,26
GK,63,Thomas Himeur,France,Toulouse FC,22
GK,73,Thomas Kaminski,Belgium,Luton Town,30
GK,65,Thomas Mikkelsen,Denmark,Brøndby IF,40
GK,74,Thomas Strakosha,Albania,Brentford,28
GK,61,Tiago Estevão,Germany,B. Dortmund II,21
GK,71,Tiago Sá,Portugal,SC Braga,28
GK,64,Tim Boss,Germany,SV Elversberg,30
GK,59,Tim Kips,Luxembourg,FC Erzgebirge Aue,22
GK,73,Tim Krul,Holland,Luton Town,35
GK,66,Tim Melia,United States,Sporting KC,37
GK,62,Tim Paterok,Germany,Saarbrücken,31
GK,65,Tim Rönning,Sweden,IF Elfsborg,24
GK,65,Tim Schreiber,Germany,Saarbrücken,21
GK,56,Timo Jansink,Holland,Heracles Almelo,20
GK,63,Timo Königsmann,Germany,SV Sandhausen,26
GK,57,Timo Schlieck,Germany,RB Leipzig,17
GK,62,Timon Weiner,Germany,Holstein Kiel,24
GK,72,Timon Wellenreuther,Germany,Feyenoord,27
GK,65,Tino Casali,Austria,Braunschweig,27
GK,65,Tito Rojas,Venezuela,Metropolitanos,35
GK,60,Tjark Ernst,Germany,Hertha Berlin,20
GK,65,Tobe Leysen,Belgium,OH Leuven,21
GK,56,Tobias Haahr Jakobsen,Denmark,Vejle Boldklub,20
GK,65,Tobias Lawal,Austria,LASK,23
GK,64,Tobias Schützenauer,Austria,SCR Altach,26
GK,70,Tobias Sippel,Germany,M'gladbach,35
GK,61,Toby Savin,England,Accrington,22
GK,54,Tom Booth,England,Crewe Alexandra,19
GK,53,Tom Donaghy,England,Fleetwood Town,20
GK,64,Tom Glover,Australia,Middlesbrough,25
GK,72,Tom Heaton,England,Manchester Utd,37
GK,58,Tom Hendriks,Holland,Fortuna Sittard,21
GK,64,Tom King,Wales,Wolves,28
GK,58,Tom McGill,Canada,Brighton,23
GK,63,Tom Mickel,Germany,Hamburger SV,34
GK,63,Tom Müller,Germany,SC Verl,25
GK,52,Tom Ritchie,Scotland,Aberdeen,20
GK,59,Tom Roufosse,Belgium,KAS Eupen,22
GK,58,Tom Smith,England,Colchester,21
GK,68,Tom Vandenberghe,Belgium,KV Kortrijk,31
GK,61,Tomás Ahumada,Chile,Audax Italiano,22
GK,66,Tomás Durso,Argentina,Gimnasia,24
GK,61,Tomas Gomez,United States,Real Salt Lake,30
GK,62,Tomáš Holý,Czech Republic,Carlisle United,31
GK,72,Tomáš Koubek,Czech Republic,FC Augsburg,31
GK,72,Tomás Marchiori,Argentina,Atlético Tucumán,28
GK,60,Tomás Romero,El Salvador,Toronto FC,22
GK,67,Tomás Sultani,Argentina,Arsenal,25
GK,73,Tomáš Vaclík,Czech Republic,New England,34
GK,67,Tomeu Nadal,Spain,CD Tenerife,34
GK,62,Tommi Vaiho,Sweden,Djurgårdens IF,35
GK,51,Toms Leitis,Latvia,Shamrock Rovers,19
GK,64,Toni Fuidias,Spain,Girona FC,22
GK,60,Toni Stahl,Germany,Hannover 96,24
GK,57,Tor Erik Larsen,Norway,Aalesunds FK,25
GK,58,TP Rehenesh,India,Jamshedpur FC,30
GK,65,Trevor Carson,Northern Ireland,Dundee FC,35
GK,55,Tristan Zesiger,Switzerland,Stade-Lausanne,19
GK,69,Tyler Miller,United States,D.C. United,30
GK,60,Tymur Puzankov,Ukraine,Shakhtar Donetsk,20
GK,78,Uğurcan Çakır,Turkey,Trabzonspor,27
GK,64,Unai Marino,Spain,SD Amorebieta,23
GK,65,Unai Marrero,Spain,Real Sociedad,22
GK,83,Unai Simón,Spain,Athletic Club,26
GK,66,Utku Yuvakuran,Turkey,Beşiktaş,25
GK,63,Václav Hladký,Czech Republic,Ipswich,32
GK,69,Valentin Cojocaru,Romania,Pogoń Szczecin,28
GK,60,Valentyn Morgun,Ukraine,Dynamo Kyiv,22
GK,68,Vallejo,Spain,CD Eldense,28
GK,76,Vanja Milinković-Savić,Serbia,Torino,26
GK,72,Vasilios Barkas,Greece,FC Utrecht,29
GK,64,Vasilios Xenopoulos,Greece,Panathinaikos,25
GK,66,Vaso Vasić,Serbia,FC Luzern,33
GK,59,Vedat Karakuş,Turkey,Adana Demirspor,25
GK,59,Vic Chambaere,Belgium,KRC Genk,20
GK,62,Víctor Aznar,Brazil,Cádiz CF,20
GK,70,Victor Braga,Brazil,Al Tai,31
GK,66,Víctor Mendoza,Ecuador,Barcelona SC,29
GK,73,Vid Belec,Slovenia,Apoel FC,33
GK,48,Vikram Singh,India,Bengaluru FC,30
GK,54,Viktor Dryselius,Sweden,Varbergs BoIS,20
GK,71,Viktor Johansson,Sweden,Rotherham Utd,25
GK,60,Viljami Sinisalo,Finland,Exeter City,21
GK,68,Viljar Myhra,Norway,Strømsgodset IF,27
GK,67,Vincent Müller,Germany,MSV Duisburg,23
GK,68,Vincenzo Fiorillo,Italy,Salernitana,33
GK,58,Virgil Drăghia,Romania,FC Rapid 1923,33
GK,59,Vishal Kaith,India,ATK Mohun Bagan,27
GK,53,Vishal Yadav,India,Jamshedpur FC,21
GK,61,Vítězslav Jaroš,Czech Republic,Liverpool,22
GK,72,Vito Mannone,Italy,LOSC Lille,35
GK,66,Vitus Eicher,Germany,Heidenheim,32
GK,63,Vlad Muțiu,Romania,FC Hermannstadt,28
GK,72,Vladan Kovacević,Serbia,Raków,25
GK,71,Vladimir Stojković,Serbia,Al Fayha,40
GK,69,Vojtěch Vorel,Czech Republic,Sparta Praha,27
GK,70,Volkan Babacan,Turkey,Başakşehir,35
GK,62,Waleed Abdullah,Saudi Arabia,Al Nassr,37
GK,54,Waleed Al Enazi,Saudi Arabia,Al Fateh,27
GK,79,Walter Benítez,Argentina,PSV,30
GK,71,Wang Dalei,China PR,Shandong Taishan,34
GK,62,Wang Guoming,China PR,Henan SSLM FC,33
GK,59,Wang Zhifeng,China PR,Changchun Yatai,26
GK,67,Warleson,Brazil,Cercle Brugge,27
GK,73,Wayne Hennessey,Wales,Nott'm Forest,36
GK,56,Wei Minzhe,China PR,Shenzhen FC,24
GK,75,Wes Foderingham,England,Sheffield Utd,32
GK,54,Will Blackmore,England,Peterborough,22
GK,58,Will Dennis,England,Kilmarnock,23
GK,58,Will Mannion,England,Cambridge Utd,25
GK,65,Will Norris,England,Portsmouth,30
GK,56,Wille Jakobsson,Sweden,IFK Norrköping,21
GK,70,William Cuesta,Colombia,Deportes Tolima,30
GK,69,William Yarbrough,United States,Colorado Rapids,34
GK,60,Williams Barlasina,Argentina,Newell's,25
GK,66,Wilson Quiñónez,Paraguay,O. Petrolero,35
GK,76,Wladimiro Falcone,Italy,Lecce,28
GK,86,Wojciech Szczęsny,Poland,Juventus,33
GK,52,Wu Fei,China PR,Wuhan 3 Towns,34
GK,65,Wu Yake,China PR,Changchun Yatai,32
GK,65,Wu Yan,China PR,Dalian Pro,34
GK,70,Wuilker Faríñez,Venezuela,RC Lens,25
GK,62,Xavier Dziekoński,Poland,Korona Kielce,20
GK,54,Xavier Valdez,Dominican Republic,Houston Dynamo,19
GK,62,Xu Jiamin,China PR,Tianjin JMT FC,29
GK,51,Xu Zhenyao,China PR,Zhejiang Pro,18
GK,48,Xue Qinghao,China PR,Nantong Zhiyun FC,23
GK,69,Yahia Fofana,France,Angers SCO,23
GK,72,Yan Junling,China PR,Shanghai Port,32
GK,62,Yang Hyung Mo,Korea Republic,Suwon Samsung,32
GK,73,Yanick Brecher,Switzerland,FC Zürich,30
GK,60,Yann Lienard,France,AS Monaco,20
GK,84,Yann Sommer,Switzerland,Inter,34
GK,57,Yannic Stein,Germany,Union Berlin,19
GK,62,Yannick Pandor,Comoros,RC Lens,22
GK,66,Yannick Thoelen,Belgium,KV Mechelen,33
GK,61,Yannik Bangsow,Germany,Braunschweig,25
GK,65,Yannis Clementia,France,SM Caen,26
GK,85,Yassine Bounou,Morocco,Al Hilal,32
GK,63,Yavuz Aygün,Turkey,Alanyaspor,27
GK,77,Yehvann Diouf,France,Stade de Reims,23
GK,72,Yoel,Spain,SD Eibar,35
GK,73,Yohei Takaoka,Japan,Whitecaps FC,27
GK,62,Youri Schoonderwaldt,Holland,Sparta Rotterdam,23
GK,69,Yu Sang Hun,Korea Republic,Gangwon FC,34
GK,63,Yun Pyung Gook,Korea Republic,Pohang Steelers,31
GK,74,Yury Lodygin,Russia,Panathinaikos,33
GK,58,Yusuf Karagöz,Turkey,Alanyaspor,24
GK,78,Yvon Mvogo,Switzerland,FC Lorient,29
GK,67,Zac MacMath,United States,Real Salt Lake,32
GK,64,Zach Hemming,England,St. Mirren,23
GK,58,Zach Jeacock,England,Birmingham City,22
GK,65,Zacharie Boucher,France,SC Bastia,31
GK,75,Zack Steffen,United States,Manchester City,28
GK,65,Zafer Görgen,Turkey,Çaykur Rizespor,23
GK,60,Zaid Al Bawardi,Saudi Arabia,Al Riyadh,26
GK,51,Zak Baker,England,Plymouth Argyle,18
GK,71,Zander Clark,Scotland,Hearts,31
GK,59,Zhang Chong,China PR,Dalian Pro,35
GK,62,Zhang Yan,China PR,Rongcheng FC,26
GK,60,Zhao Bo,China PR,Zhejiang Pro,30
GK,48,Zhou Zhengkai,China PR,Shanghai Shenhua,22
GK,62,Zion Suzuki,Japan,STVV,21
GK,62,Živko Kostadinović,Switzerland,FC Zürich,31
GK,69,Živko Živković,Serbia,PAOK FC,34
GK,69,Zlatan Alomerović,Serbia,Jagiellonia,32
GK,59,Zou Dehai,China PR,Beijing Guoan,30
GK,68,Zubiaurre,Spain,CD Eldense,26
LB,56,Aakash Sangwan,India,Chennaiyin FC,28
LB,77,Aaron Cresswell,England,West Ham,33
LB,56,Aaron McNally,Republic of Ireland,Drogheda United,23
LB,65,Aaron Meijers,Holland,RKC Waalwijk,35
LB,60,Aaron Zehnter,Germany,FC Augsburg,18
LB,68,Abdallah Ndour,Senegal,En Avant Guingamp,29
LB,62,Abdelwahed Wahib,Morocco,US Concarneau,23
LB,68,Abdu Conté,Portugal,ESTAC Troyes,25
LB,61,Abdulaziz Majrashi,Saudi Arabia,Al Tai,32
LB,58,Abdulelah Al Bukhari,Saudi Arabia,Al Wehda,29
LB,67,Abdullah Al Ammar,Saudi Arabia,Al Ahli,29
LB,57,Abdullah Al Yousif,Saudi Arabia,Al Raed,26
LB,60,Abdulmalek Al Shammari,Saudi Arabia,Al Taawoun,28
LB,55,Abdulrahman Al Hajeri,Saudi Arabia,Al Wehda,27
LB,57,Abdulrahman Al Riou,Saudi Arabia,Al Okhdood,29
LB,63,Abdurrahim Dursun,Turkey,Adana Demirspor,24
LB,69,Abel Bretones,Spain,R. Oviedo,23
LB,59,Abel Paredes,Paraguay,S. Ameliano,26
LB,72,Abner,Brazil,Real Betis,23
LB,67,Abner,Brazil,RWD Molenbeek,27
LB,64,Achraf Laâziri,Morocco,OL,20
LB,66,Adam Lundqvist,Sweden,Austin FC,29
LB,80,Adam Marušić,Montenegro,Latium,30
LB,64,Adam Montgomery,Scotland,Fleetwood Town,21
LB,68,Adam Reach,England,West Brom,30
LB,66,Adam Sørensen,Denmark,FK Bodø/Glimt,22
LB,64,Adama Traoré,Côte d'Ivoire,Melb. Victory,33
LB,76,Adrià Pedrosa,Spain,Sevilla FC,25
LB,74,Adrián Marín,Spain,SC Braga,26
LB,67,Adrian Nilsen Pereira,Norway,Rosenborg BK,24
LB,67,Adrían Spörle,Argentina,Arsenal,28
LB,76,Adrien Truffert,France,Stade Rennais FC,21
LB,68,Agustín Cayetano,Uruguay,Liverpool,24
LB,68,Agustín Sández,Argentina,Rosario Central,22
LB,64,Ahmed Ba Masoud,Saudi Arabia,Al Ittihad,27
LB,57,Aibanbha Dohling,India,Kerala Blasters,27
LB,67,Aidi Fulangxisi,China PR,Shanghai Shenhua,32
LB,74,Aihen Muñoz,Spain,Real Sociedad,26
LB,67,Ajibola Alese,England,Sunderland,22
LB,61,Akash Mishra,India,Mumbai City FC,21
LB,74,Akieme,Spain,UD Almería,25
LB,61,Alan Riquelme,Chile,Palestino,19
LB,69,Alan Rodríguez,Paraguay,Rosario Central,23
LB,64,Alberk Koç,Turkey,Çaykur Rizespor,26
LB,76,Alberto Moreno,Spain,Villarreal CF,31
LB,60,Albin Lohikangas,Sweden,IFK Värnamo,25
LB,64,Alcedo,Spain,CD Mirandés,22
LB,66,Alec Van Hoorenbeeck,Belgium,FC Twente,24
LB,72,Aleksa Terzić,Serbia,RB Salzburg,24
LB,54,Alessio Rizza,Italy,Cittadella,20
LB,73,Álex Centelles,Spain,UD Almería,24
LB,71,Alex Cochrane,England,Hearts,23
LB,64,Alex Gersbach,Australia,Colorado Rapids,26
LB,67,Alex Ibacache,Chile,Belgrano,24
LB,70,Álex Martínez,Spain,CD Eldense,33
LB,80,Álex Moreno,Spain,Aston Villa,30
LB,74,Alex Muñoz,Spain,Levante UD,29
LB,78,Alex Sandro,Brazil,Juventus,32
LB,79,Alex Telles,Brazil,Al Nassr,30
LB,63,Alexander Lungwitz,Germany,SC Freiburg II,23
LB,69,Alexandro Bernabei,Argentina,Celtic,23
LB,61,Alexandro Calut,Belgium,OH Leuven,20
LB,66,Aléxandros Katránis,Greece,Piast Gliwice,25
LB,63,Alexandru Țigănașu,Romania,FC Botoșani,33
LB,63,Alexis Cantero,Paraguay,Guaraní,20
LB,70,Alexis Soto,Argentina,Defensa,29
LB,78,Alfonso Espino,Uruguay,Rayo Vallecano,31
LB,68,Alfonso Parot,Chile,Uni. Católica,33
LB,71,Ali Abdi,Tunisia,SM Caen,29
LB,52,Ali Al Shaefi,Saudi Arabia,Al Khaleej,21
LB,64,Ali Koiki,England,Northampton,24
LB,63,Ali Yaşar,Turkey,İstanbulspor,28
LB,66,Alonso Aceves,Mexico,Chicago Fire FC,22
LB,64,Alper Uludağ,Turkey,MKE Ankaragücü,32
LB,83,Alphonso Davies,Canada,FC Bayern München,22
LB,67,Álvaro Angulo,Colombia,Atl. Nacional,26
LB,66,Aly Abeid,Mauritania,UTA Arad,25
LB,69,Amadou Dante,Mali,SK Sturm Graz,23
LB,67,Anass Salah-Eddine,Holland,Ajax,21
LB,68,Anders Trondsen,Norway,IFK Göteborg,28
LB,67,Anderson Lucoqui,Angola,Hertha Berlin,26
LB,67,Andrea Beghetto,Italy,Pisa,28
LB,63,Andrea Cagnano,Italy,Südtirol,25
LB,74,Andrea Cambiaso,Italy,Juventus,23
LB,58,Andrea Padula,Italy,FCU 1948,27
LB,72,Andreas Ulmer,Austria,RB Salzburg,37
LB,63,Andrei Dragu,Romania,FC Botoșani,24
LB,63,Andrejs Cigaņiks,Latvia,Widzew Łódź,26
LB,66,Andres Dumitrescu,Romania,Slavia Praha,22
LB,68,Andrés Meli,Argentina,Central Córdoba,23
LB,65,Andrés Salazar,Colombia,Atl. Nacional,20
LB,68,Andrew Brody,United States,Real Salt Lake,28
LB,68,Andrew Gutman,United States,Colorado Rapids,27
LB,86,Andrew Robertson,Scotland,Liverpool,29
LB,66,Andy Halliday,Scotland,Hearts,31
LB,79,Angeliño,Spain,Galatasaray,26
LB,70,Ángelo Martino,Argentina,Newell's,25
LB,67,Anthony Baron,France,Servette FC,30
LB,62,Anthony Breslin,Republic of Ireland,St. Pats,26
LB,64,Anthony Glennon,England,Grimsby Town,23
LB,57,Anthony Markanich,United States,St. Louis CITY SC,23
LB,65,Anthony Rosell,Peru,Binacional,28
LB,62,Anton Kralj,Sweden,Hammarby IF,25
LB,53,Anton Sorenson,United States,Philadelphia,20
LB,76,Antonee Robinson,United States,Fulham,26
LB,71,Antonino Gallo,Italy,Lecce,23
LB,63,Archie Brown,England,KAA Gent,21
LB,68,Arial Mendy,Senegal,Grenoble Foot 38,28
LB,63,Arnau Solà,Spain,FC Cartagena,20
LB,65,Arne Sicker,Germany,SV Elversberg,26
LB,61,Artemijus Tutyškinas,Lithuania,ŁKS Łódź,20
LB,76,Arthur Masuaku,Congo DR,Beşiktaş,29
LB,65,Arthur Zagré,France,Excelsior,22
LB,76,Ashley Young,England,Everton,38
LB,61,Aske Adelgaard,Denmark,Odense BK,19
LB,61,Aventis Aventisian,Armenia,Go Ahead Eagles,21
LB,64,Awadh Khamis,Saudi Arabia,Al Okhdood,35
LB,65,Axel Björnström,Sweden,AIK,28
LB,65,Ayman Ben Mohamed,Tunisia,En Avant Guingamp,28
LB,72,Ayrton Costa,Argentina,Independiente,24
LB,57,Ayrton Paz,Bolivia,O. Petrolero,21
LB,67,Aziz Behich,Australia,Melbourne City,32
LB,54,Bailey Sloane,England,Accrington,20
LB,81,Balde,Spain,FC Barcelona,19
LB,62,Bandar Al Mutairi,Saudi Arabia,Al Khaleej,33
LB,62,Baran Mogultay,Germany,MSV Duisburg,19
LB,66,Barry Douglas,Scotland,Lech Poznań,34
LB,61,Bartłomiej Kukułowicz,Poland,Bohemian FC,22
LB,69,Bas Kuipers,Holland,Go Ahead Eagles,29
LB,66,Basilio Ndong,Equatorial Guinea,Univ. Craiova,24
LB,81,Ben Chilwell,England,Chelsea,26
LB,61,Ben Doherty,Republic of Ireland,Derry City,26
LB,67,Ben Garuccio,Australia,Western United,28
LB,64,Ben Jackson,England,Huddersfield,22
LB,58,Ben Paton,Canada,Ross County,23
LB,63,Ben Purrington,England,Ross County,27
LB,63,Ben Sweat,United States,New England,32
LB,70,Benito,Spain,UD Las Palmas,28
LB,62,Benjamin Böckle,Austria,Preußen Münster,21
